cell_type,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
Treg,TIGIT,17.09385,4.902963,1.649176581470535e-65,4.4325986094442165e-62,0.7467741935483871,0.3841321243523316
Treg,TBC1D4,16.235144,4.3213315,2.845791755993371e-59,7.223884273047173e-56,0.5516129032258065,0.19397668393782383
Treg,TRAC,15.986305,4.3249283,1.5919666295812025e-57,3.8284283809907527e-54,0.9483870967741935,0.6948834196891192
Treg,PBXIP1,15.169635,3.490083,5.6188862444805686e-52,1.222562620394315e-48,0.7645161290322581,0.4677461139896373
Treg,SOD1,14.879282,3.4716532,4.492933223111452e-50,9.331413855927658e-47,0.8145161290322581,0.6059585492227979
Treg,TMEM173,14.775512,4.260969,2.107509022317718e-49,4.18679574990179e-46,0.6096774193548387,0.3148316062176166
Treg,LTB,14.592133,4.4599657,3.151884527677629e-48,6.00066282661026e-45,0.5919354838709677,0.2832901554404145
Treg,CD28,14.096527,3.620836,3.989235033688269e-45,7.291045086371376e-42,0.6064516129032258,0.28944300518134713
Treg,B2M,13.854063,0.63649666,1.202157871850612e-43,2.034407314096228e-40,1.0,0.9996761658031088
Treg,CD2,13.813322,3.711599,2.118324918745182e-43,3.456803649546602e-40,0.8741935483870967,0.6327720207253886
Treg,DUSP4,13.800914,3.424104,2.516416195178426e-43,3.964830647934229e-40,0.7403225806451613,0.45045336787564766
Treg,PKM,13.446551,2.707573,3.225702999128147e-41,4.605900669880103e-38,0.8451612903225807,0.6808937823834197
Treg,PELI1,13.278417,3.5426455,3.088579331908622e-40,4.276465661623296e-37,0.5387096774193548,0.25667098445595854
Treg,PHACTR2,13.2677,2.779674,3.5635170977829055e-40,4.788947742114603e-37,0.5516129032258065,0.2551165803108808
Treg,TRBC2,13.226429,3.4872289,6.175215279174865e-40,8.061655329601654e-37,0.9919354838709677,0.8103626943005181
Treg,DNPH1,12.956529,3.9549143,2.1579297959981486e-38,2.664868330776957e-35,0.5048387096774194,0.2368523316062176
Treg,CCR8,12.949466,6.1416535,2.365946866076249e-38,2.844864321177789e-35,0.33064516129032256,0.02655440414507772
pDC,PLD4,27.895664,15.50558,3.011559101986236e-171,1.3760415848795508e-166,0.9587628865979382,0.03259559895998478
pDC,IGJ,27.824488,17.270649,2.1932687799394474e-170,4.730720175586777e-166,0.9725085910652921,0.07242057200837085
pDC,LILRA4,27.811996,18.05289,3.1060493142695287e-170,4.730720175586777e-166,0.9518900343642611,0.020419811021624705
pDC,IL3RA,27.7542,13.623861,1.5505719141073782e-169,1.7712182974848582e-165,0.9553264604810997,0.04261525778426026
pDC,SERPINF1,27.616287,16.507757,7.093125604062941e-168,6.481981902016878e-164,0.9484536082474226,0.0324053522734479
pDC,BCL11A,27.595406,12.963887,1.2633416552262434e-167,9.620767818432918e-164,0.9896907216494846,0.12144080157270594
pDC,TCF4,27.508528,12.66477,1.3881411688245318e-166,9.0609923265615e-163,0.9759450171821306,0.132094616018771
pDC,IRF8,27.466036,13.217833,4.4703989101930006e-166,2.5532683375567323e-162,0.9759450171821306,0.2367302936140529
pDC,PTPRS,27.44754,13.14839,7.433418031964418e-166,3.7738637412946467e-162,0.9415807560137457,0.03246876783562686
pDC,NAPSB,27.368555,14.467937,6.495492630058302e-165,2.967920492526239e-161,0.9690721649484536,0.10704546895808231
pDC,PLAC8,26.953602,12.967816,5.175879289795419e-160,2.1116940139779209e-156,0.9621993127147767,0.21282262667258545
pDC,IRF7,26.951044,11.645734,5.54590041314345e-160,2.1116940139779209e-156,0.9621993127147767,0.2824529139450821
pDC,AC096579.7,26.489706,13.244036,1.2736147286367377e-154,4.476461860066909e-151,0.9553264604810997,0.09144524066205847
pDC,SPIB,26.457628,13.2099285,2.9811722108251597e-154,9.729694332644514e-151,0.9381443298969072,0.05789840826938931
pDC,C1orf186,26.235487,10.134746,1.0466879790901677e-151,3.1883511427058626e-148,0.9140893470790378,0.03253218339780582
pDC,MPEG1,26.221674,11.661493,1.5044806163329222e-151,4.2964205200927426e-148,0.9278350515463918,0.10070391274018645
pDC,GPR183,25.881565,12.521057,1.0741344369405002e-147,2.88702062898149e-144,0.9621993127147767,0.30540934745386517
pDC,CYB561A3,25.797136,11.934503,9.547939375998923e-147,2.4236913664896823e-143,0.9450171821305842,0.19614433381951932
pDC,LILRB4,25.734198,11.77892,4.844540037611054e-146,1.1650353863080227e-142,0.9278350515463918,0.07628892130128734
pDC,ITM2C,25.642738,10.895538,5.094911238278177e-145,1.1639834214970322e-141,0.9450171821305842,0.1778806519119792
pDC,CCDC50,25.437,9.866562,9.831895814570008e-143,2.1392332550444417e-139,0.9312714776632303,0.15016805123977425
pDC,TSPAN13,25.374495,12.518107,4.8235044250483296e-142,1.0017980190423104e-138,0.8865979381443299,0.04572262033102924
pDC,TGFBI,25.237879,11.929404,1.538727910543176e-140,3.0568502473277737e-137,0.9621993127147767,0.10336736635170271
pDC,CST3,24.681095,12.491076,1.706926641610221e-134,3.249703837852259e-131,0.9484536082474226,0.10488933984399772
pDC,UGCG,24.571218,9.056449,2.5661861054866215e-133,4.535341368542562e-130,0.9243986254295533,0.22956433508783056
pDC,GRN,24.570988,11.621523,2.5807335109451677e-133,4.535341368542562e-130,0.9621993127147767,0.22861310165514617
pDC,RP11-38J22.6,24.308435,13.385184,1.596384474758725e-130,2.7015555340990988e-127,0.8419243986254296,0.019595408713298245
pDC,CD74,24.104055,5.108023,2.266511433944496e-128,3.6986228728497106e-125,1.0,0.9382966579998732
pDC,RNASE6,24.065706,11.428459,5.717313591703006e-128,9.008120435589439e-125,0.872852233676976,0.08751347580696303
pDC,GZMB,24.054419,12.151259,7.504605254005357e-128,1.1430014108867092e-124,0.9278350515463918,0.30331663390195956
